Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","012","Algérie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","42705.368","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","012","Algérie","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","21756.903","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","012","Algérie","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","20948.465","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","012","Algérie","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","11442.587","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","012","Algérie","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","31236.431","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","82331.423","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","40589.743","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","41741.679","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","18657.193","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","63257.479","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","82624.374","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","40750.817","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","41873.558","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","18672.1","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","63442.124","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","82896.696","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","40894.829","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","42001.866","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","18671.111","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","63622.346","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","83148.141","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","41023.579","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","42124.562","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","18651.132","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","63787.507","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","72.54","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","36.628","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","35.913","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","9.082","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","68.199","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","73.837","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","37.38","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","36.456","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","9.12","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","67.845","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","75.013","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","38.071","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","36.943","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","9.187","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","67.766","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","76.343","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","38.842","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","37.502","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","9.261","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","67.811","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","29154.746","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","14390.171","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","14764.575","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","10329.86","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","18483.603","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","30208.628","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","14915.293","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","15293.335","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","10472.554","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","19311.639","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","31273.533","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","15445.494","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","15828.04","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","10612.667","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","20161.538","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","32353.588","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","15983.035","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","16370.553","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","10751.626","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","21035.94","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","14.813","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","7.292","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","7.521","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","14.764","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","15.015","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","7.386","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","7.628","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","14.909","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","15.181","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","7.461","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","7.72","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","15.045","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","15.38","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","7.551","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","7.828","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","15.174","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","90.564","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","43.176","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","47.388","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","75.878","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","25.085","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","91.119","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","43.461","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","47.658","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","76.802","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","25.21","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","91.626","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","43.715","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","47.91","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","77.7","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","25.35","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","92.117","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","512","Hommes","3010","Population-Estimations","2019","2019","1000 personnes","43.961","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","513","Femmes","3010","Population-Estimations","2019","2019","1000 personnes","48.156","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","78.577","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","25.507","X","Ciffre de sources internationales",""
