Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","2.416341","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","Millions d’USD","914043.4382","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","52877.543523","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","9.614668","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","9.1147","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2018","2018","%","2.360915","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2018","2018","%","1.894033","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","Millions d’USD","910194.3476","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","52420.699958","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-0.421106","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-0.863965","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2019","2019","%","1.955588","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2019","2019","%","1.502159","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22011","Revenu national brut","2016","2016","Millions d’USD","764513.4339","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6119","Valeur US $ par habitant","22011","Revenu national brut","2016","2016","US$","44644.410679","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22011","Revenu national brut","2016","2016","%","0.930102","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2016","2016","%","0.438562","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","824285.4266","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","47903.524246","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","7.818305","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2017","2017","%","7.30016","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22011","Revenu national brut","2018","2018","Millions d’USD","910598.5939","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6119","Valeur US $ par habitant","22011","Revenu national brut","2018","2018","US$","52678.258788","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","10.471272","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2018","2018","%","9.967397","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22011","Revenu national brut","2019","2019","Millions d’USD","891679.3587","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6119","Valeur US $ par habitant","22011","Revenu national brut","2019","2019","US$","51354.368707","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-2.07767","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2019","2019","%","-2.513162","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2016","2016","Millions d’USD","13304.79273","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2016","2016","%","1.698062","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2016","2016","%","4.525447","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6182","Croissance annuelle US $, aux prix de 2015","22010","Valeur ajoutée (Agriculture)","2016","2016","%","1.869529","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","Millions d’USD","14909.53217","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2017","2017","%","1.787993","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2017","2017","%","12.061364","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6182","Croissance annuelle US $, aux prix de 2015","22010","Valeur ajoutée (Agriculture)","2017","2017","%","0.714878","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2018","2018","Millions d’USD","14493.8547","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2018","2018","%","1.585686","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2018","2018","%","-2.787998","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6182","Croissance annuelle US $, aux prix de 2015","22010","Valeur ajoutée (Agriculture)","2018","2018","%","-1.593362","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2019","2019","Millions d’USD","14355.02164","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2019","2019","%","1.577138","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2019","2019","%","-0.957875","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6182","Croissance annuelle US $, aux prix de 2015","22010","Valeur ajoutée (Agriculture)","2019","2019","%","2.093232","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22073","Production brute (Agriculture)","2016","2016","Millions d’USD","33153.57896","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22073","Production brute (Agriculture)","2016","2016","%","1.011089","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","Millions d’USD","36101.22136","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22073","Production brute (Agriculture)","2017","2017","%","8.890872","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22073","Production brute (Agriculture)","2018","2018","Millions d’USD","36792.63775","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22073","Production brute (Agriculture)","2018","2018","%","1.915216","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6110","Valeur US $","22073","Production brute (Agriculture)","2019","2019","Millions d’USD","36126.5619","E","Valeur estimée",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6129","Croissance annuelle US$","22073","Production brute (Agriculture)","2019","2019","%","-1.810351","E","Valeur estimée",""
"MK","Indicateurs macro","004","Afghanistan","6110","Valeur US $","22008","Produit Intérieur Brut","2016","2016","Millions d’USD","18019.55818","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","520.252064","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","-3.705918","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2016","2016","%","-6.159985","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2016","2016","%","1.548655","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2016","2016","%","-1.039325","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","18896.35202","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","530.149831","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.86579","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","1.902494","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","2.647003","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","-0.253594","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","Millions d’USD","18418.8483","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","502.056771","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","-2.526962","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","-5.299079","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2018","2018","%","1.189228","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2018","2018","%","-1.688577","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","Millions d’USD","18904.49026","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","500.522664","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","2.636658","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-0.305564","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2019","2019","%","3.911603","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2019","2019","%","0.932833","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6110","Valeur US $","22011","Revenu national brut","2016","2016","Millions d’USD","18199.12623","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6119","Valeur US $ par habitant","22011","Revenu national brut","2016","2016","US$","525.436467","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6129","Croissance annuelle US$","22011","Revenu national brut","2016","2016","%","-3.617655","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2016","2016","%","-6.073971","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","19145.01702","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","537.126294","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","5.197452","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2017","2017","%","2.224784","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6110","Valeur US $","22011","Revenu national brut","2018","2018","Millions d’USD","18610.25735","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6119","Valeur US $ par habitant","22011","Revenu national brut","2018","2018","US$","507.274155","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","-2.793206","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2018","2018","%","-5.55775","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6110","Valeur US $","22011","Revenu national brut","2019","2019","Millions d’USD","19205.01496","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6119","Valeur US $ par habitant","22011","Revenu national brut","2019","2019","US$","508.479473","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","3.195859","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2019","2019","%","0.237607","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2016","2016","Millions d’USD","323567.6716","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","5734.750634","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","-6.614537","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2016","2016","%","-7.51785","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2016","2016","%","0.664552","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2016","2016","%","-0.309171","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","380851.4441","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6723.928582","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","17.7038","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","17.24884","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","1.157947","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","0.766942","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","Millions d’USD","403945.6863","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","7044.789983","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","6.063845","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","4.771934","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2018","2018","%","1.522329","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2018","2018","%","0.285736","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","Millions d’USD","388531.2266","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","6688.774747","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-3.815973","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-5.053596","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2019","2019","%","0.303453","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2019","2019","%","-0.987175","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2016","2016","Millions d’USD","315276.7287","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2016","2016","US$","5587.806133","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22011","Revenu national brut","2016","2016","%","-6.873879","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2016","2016","%","-7.774683","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","370292.1796","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","6537.504869","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","17.449893","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2017","2017","%","16.995914","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2018","2018","Millions d’USD","392681.8648","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2018","2018","US$","6848.349572","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","6.046492","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2018","2018","%","4.754791","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6110","Valeur US $","22011","Revenu national brut","2019","2019","Millions d’USD","378832.4991","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22011","Revenu national brut","2019","2019","US$","6521.805919","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-3.526867","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2019","2019","%","-4.768209","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6110","Valeur US $","22008","Produit Intérieur Brut","2016","2016","Millions d’USD","11861.35645","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","4117.006969","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","4.166459","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2016","2016","%","4.217728","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2016","2016","%","3.314992","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2016","2016","%","3.365842","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","13019.72986","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4521.752219","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.765944","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.831056","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","3.802198","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","3.863772","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","Millions d’USD","15156.43997","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","5268.116609","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","16.411324","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","16.506088","X","Ciffre de sources internationales",""
